"num_trees","mtry","min_node_size","mean_Z_cv_error"
5000,10,93,198.676722645182
5000,10,93,204.228239055231
50000,10,93,230.199105891126
50000,10,25,244.033714261837
10000,10,4,250.980944085009
1000,10,5,251.5388531484
1e+05,10,93,255.00137936188
1e+05,10,5,255.623804777566
10000,10,5,256.66521214627
500,10,25,257.316781663011
10000,10,25,257.577540405721
5000,10,10,258.852213838331
5000,10,93,259.743870590297
10000,10,25,260.159367645368
1e+05,10,10,262.075311813302
5000,10,10,262.520958899333
10000,10,93,268.625335565836
500,10,10,271.995377216799
1e+05,10,93,273.70107725514
50000,10,25,276.148550561292
50000,10,25,279.079398033536
1e+05,10,4,279.323002150585
500,10,25,280.853827536779
5000,10,10,281.6722563724
1000,10,4,285.515321019258
50000,10,25,287.579121216989
1e+05,10,10,289.459453035181
10000,10,4,289.936111234085
1000,10,5,290.021355027948
50000,10,4,291.975648135888
10000,10,5,292.520949033972
10000,10,4,293.596750793422
10000,10,5,294.750365789499
500,10,5,295.046034746872
1000,10,4,295.211296186473
1e+05,10,5,296.56665167308
1e+05,10,25,299.908596669609
50000,10,5,302.656896652353
500,10,4,306.003343389013
1000,10,5,309.349159491094
1000,10,5,310.051585642931
1e+05,10,10,317.874814509569
50000,10,93,320.336609813281
500,10,10,327.552817132512
500,10,5,330.444801922234
1e+05,10,4,334.027377718314
50000,10,4,346.760100655657
50000,10,5,357.097697770802
1e+05,10,5,359.312569243981
10000,10,4,376.692112825682
