"num_trees","mtry","min_node_size","mean_Z_cv_error"
1000,27,25,40.4343087838402
500,26,25,41.8330234144246
1000,26,25,46.7759418822352
500,27,93,48.3693548207902
1000,26,93,49.8402127657562
500,27,25,50.0677395322356
500,26,4,50.9564557847906
1000,26,5,52.027781037483
50000,26,25,52.0908192091985
5000,26,25,53.0487339989141
5000,27,25,53.1564919011299
5000,27,10,53.2903982636987
50000,26,10,55.0163379700097
1000,26,10,55.1773349612344
5000,26,4,56.8607862342029
500,27,4,58.9342530587612
1e+05,26,10,62.6369880205814
5000,26,25,63.5005893784825
1e+05,27,25,63.9101638866308
1000,27,10,65.0168305656967
1e+05,26,4,67.9471154706513
50000,26,4,68.053543979583
1000,26,5,68.2058623626382
1000,26,25,68.601988677847
5000,27,10,69.7421940270649
1e+05,26,4,69.8328774369306
10000,26,93,70.1354972929388
5000,26,5,72.2966816320293
1000,26,25,72.8397396210494
500,26,5,73.0473925985709
50000,26,10,74.7892857133988
1000,27,93,75.2307309845769
500,26,93,77.1356024032748
1e+05,27,4,77.6765474174203
1e+05,27,10,80.6602939368302
10000,27,5,81.6306783412001
50000,27,25,81.8789182716061
10000,27,4,82.8780846874452
50000,27,10,83.2987933051503
500,26,4,85.148897180883
5000,27,4,85.2263797134507
50000,27,4,86.4158681871204
50000,26,93,90.0581193026311
1e+05,26,4,91.7856811179066
5000,26,5,95.4853028116598
1000,27,5,96.1642300228241
1000,27,4,97.5932552421252
50000,27,93,105.374816328767
1000,27,25,107.559164249858
1000,26,5,120.821512338076
