"num_trees","mtry","min_node_size","mean_Z_cv_error"
50000,10,93,198.085729084541
10000,10,93,202.602324313794
1000,10,10,213.510597997186
5000,10,4,216.752031967474
50000,10,25,221.755107035238
5000,10,5,225.443541204286
1000,10,25,226.75650310288
1000,10,10,228.147464744838
1e+05,10,10,231.421492563675
5000,10,93,236.600198084344
10000,10,5,236.961697868457
50000,10,25,238.570884110067
5000,10,5,239.997367702725
50000,10,25,240.027473402515
50000,10,93,241.41514465663
50000,10,25,243.790091557523
1000,10,25,245.121961414245
1000,10,10,247.972747552182
5000,10,5,250.275875159024
5000,10,10,251.13110674376
10000,10,93,252.6613122124
1000,10,25,252.76819304592
500,10,5,253.154703933929
1000,10,4,253.775914356684
10000,10,93,255.151694152408
5000,10,10,256.195573778916
1000,10,10,256.464756493882
1e+05,10,10,257.995088837151
1e+05,10,5,262.080027361565
50000,10,93,263.757571746943
1e+05,10,10,266.076538727867
500,10,5,266.88959698955
1e+05,10,5,267.704273946982
10000,10,10,270.552755728863
50000,10,25,272.865631792199
500,10,25,274.414070723601
10000,10,4,278.392030553074
50000,10,4,280.418951823862
500,10,5,281.32628955428
50000,10,93,287.393026844541
1e+05,10,10,289.313214965147
1000,10,4,292.185556030884
50000,10,4,294.16616048556
500,10,93,294.695156785258
5000,10,4,297.761337379313
50000,10,4,300.905449878897
500,10,4,302.465831094018
5000,10,5,305.062731115765
500,10,5,310.754747035032
10000,10,5,335.887731838746
