"num_trees","mtry","min_node_size","mean_Z_cv_error"
1000,27,5,28.5620286981404
10000,26,25,32.027379284048
5000,26,25,32.9455062335031
500,27,5,35.6285143424839
500,27,10,45.9547545499943
1e+05,26,5,48.4660484770737
10000,27,93,49.1509727554364
10000,27,93,49.448112172743
50000,27,25,50.0904898921586
1000,26,4,50.3681065451487
10000,27,4,50.4148282193566
50000,27,4,52.6494448899913
1e+05,27,5,54.4213617618408
5000,26,5,55.307369606329
50000,26,25,55.8861683708219
1e+05,26,5,56.4311506833658
10000,27,25,57.8421283938616
1000,26,10,57.9236186649366
50000,27,10,60.9859805435509
1000,26,10,61.6507099169608
1000,27,25,64.0784026079837
1000,27,5,65.4961487103877
50000,26,93,67.5621840875914
1000,27,93,67.8482384196694
500,27,25,68.4081941280473
5000,26,93,68.8920825315411
1e+05,27,4,69.2890110455174
10000,26,5,71.6654233988267
50000,27,5,72.269303429968
10000,27,10,72.9683317636373
1000,27,5,73.3049002062851
1000,26,10,74.3854198597749
1e+05,26,93,77.7303435085753
1e+05,26,25,80.2180842015293
10000,27,93,80.312262883439
500,27,93,80.6005911752123
1000,26,25,85.0190805641986
500,26,10,85.2318854878716
1e+05,27,5,85.9238438683839
500,27,5,87.5793604733484
5000,26,25,88.4502654922175
1e+05,26,5,89.5928190168596
5000,26,25,90.5361538957718
500,27,4,92.0947929784761
500,27,10,92.5574646032724
500,27,25,93.1834474924481
5000,26,10,98.1148217736645
500,27,25,99.6033082795502
1e+05,27,10,102.328813814587
5000,27,5,118.973512736073
