"num_trees","mtry","min_node_size","mean_Z_cv_error"
50000,27,93,366.578666575808
500,27,5,376.884258259882
500,27,93,396.907625115521
500,26,5,415.258626551764
1e+05,26,93,421.361678845909
1e+05,27,4,427.607566924852
10000,26,5,430.189449406019
10000,27,93,435.479635271226
500,26,93,445.138076375127
1e+05,27,4,446.408133521622
500,26,5,457.214034807846
1000,26,5,457.790233610599
5000,27,5,473.262169681615
10000,26,25,477.491736576675
1000,27,4,478.045813344433
1000,26,4,478.105736239402
10000,26,10,507.821567195894
5000,26,93,518.056777711708
10000,26,4,524.50747419617
1e+05,27,25,535.726986099303
1000,26,4,538.878897699604
50000,27,93,539.334677777454
50000,26,25,539.544738090143
1000,27,93,541.283801110269
5000,27,25,543.742820687546
1000,27,93,545.577521664445
10000,27,4,547.040970324288
50000,27,4,550.054330072054
1000,27,93,550.228146241343
1e+05,27,10,551.511006197877
5000,27,4,556.30256417931
500,26,5,558.723419035217
5000,27,25,558.816124392022
5000,27,25,569.388451831805
1000,27,25,580.261732421328
1000,27,25,582.711604024288
1000,27,93,599.24695015654
500,26,10,602.777346525422
1000,26,5,612.634084874899
1000,27,4,615.431765096658
1e+05,26,93,621.802175751534
1e+05,27,93,628.750211646809
1e+05,26,93,643.177235578185
500,27,4,653.665165597495
5000,27,5,653.820528836145
1e+05,27,4,684.124168106608
1000,26,4,688.53771036003
500,26,25,715.622936595709
10000,27,25,752.28090934214
1e+05,26,10,799.851702900764
