"num_trees","mtry","min_node_size","mean_Z_cv_error"
50000,10,25,221.951041370046
500,10,93,225.787968749974
1000,10,25,226.169152071815
500,10,93,228.649765643665
1e+05,10,4,233.874074599374
500,10,93,241.621897291373
500,10,25,243.732153584077
5000,10,93,243.865848671245
5000,10,93,248.179977668143
500,10,93,251.187496028164
1e+05,10,93,251.402646467516
1e+05,10,93,253.617561246012
50000,10,93,255.171898640472
500,10,25,256.501749959257
10000,10,10,257.339601868448
1000,10,5,258.357202071377
10000,10,10,265.494366137617
1e+05,10,10,267.164003764429
50000,10,25,268.595509432423
1000,10,4,269.005607321265
10000,10,93,271.512910389109
1e+05,10,93,272.693651815175
5000,10,93,274.244263886969
50000,10,4,275.043508338012
500,10,4,275.536631653257
5000,10,93,281.628226655324
5000,10,10,282.540488232512
5000,10,4,289.737940777569
1000,10,10,292.036772399415
5000,10,10,294.611019920776
10000,10,4,297.783159094678
1e+05,10,5,298.561791217446
10000,10,10,299.035735866295
10000,10,5,301.048275840756
1000,10,10,302.588718928726
50000,10,4,304.337547243234
500,10,93,304.823177506767
10000,10,4,304.875934367838
50000,10,10,305.412797146208
5000,10,93,310.361486480585
1000,10,4,313.889305633772
10000,10,4,317.984349174617
10000,10,5,326.565246891787
1e+05,10,5,327.447568330606
500,10,5,329.193917656653
1000,10,25,330.488295835615
500,10,25,330.500696639492
1000,10,5,332.469233308554
10000,10,5,350.706568734732
5000,10,5,407.634379507776
