"num_trees","mtry","min_node_size","mean_Z_cv_error"
1e+05,56,5,2748.6686946315
1000,28,5,2836.43893217051
1e+05,56,10,3026.17784922476
50000,56,93,3032.07773613521
500,56,4,3034.83374366867
500,56,10,3039.06519873972
500,28,10,3052.88368862225
1e+05,56,4,3096.45122305989
500,56,10,3132.25662341888
1000,28,5,3141.59947477964
1e+05,56,25,3157.49254971085
1e+05,28,5,3176.33418309339
500,28,93,3184.98030367356
50000,56,93,3305.36705571612
1000,28,5,3319.99847759869
5000,28,5,3321.04490815972
10000,56,5,3364.50585384803
1000,56,25,3371.79904515632
1000,56,25,3388.77596259477
5000,28,25,3389.90238179314
10000,56,5,3412.50861792402
5000,56,4,3414.94883867213
5000,28,4,3419.60710507968
10000,56,4,3425.64073612849
1e+05,28,10,3467.18825075368
50000,28,93,3471.35150183434
1000,56,10,3486.11234323992
10000,56,10,3495.95727609576
1000,56,4,3501.78916558759
1e+05,56,25,3504.8020003922
1e+05,56,4,3514.78690356061
10000,56,10,3520.80680347477
500,56,93,3529.62137500638
500,56,10,3540.62566390514
10000,28,4,3614.17118368471
500,28,93,3655.07749765024
1e+05,28,93,3663.94571086014
5000,56,93,3678.73021168109
1e+05,28,4,3700.46009067963
1e+05,28,93,3704.47528837331
5000,28,25,3823.43761818365
5000,28,10,3845.95767465462
5000,56,4,3882.58089024956
50000,28,93,3894.9124689776
1e+05,28,10,3917.60558371824
1e+05,28,4,3972.36066764275
10000,56,93,3993.4921392877
5000,28,93,4100.64424354848
500,28,4,4235.58247088401
500,28,93,4425.11942801312
