"num_trees","mtry","min_node_size","mean_Z_cv_error"
50000,27,4,314.395590119705
50000,27,5,360.74219059463
500,26,5,365.799127839608
10000,26,93,369.591442289625
5000,26,93,396.411009047927
5000,26,10,411.204923807506
1e+05,26,25,414.771890818526
1e+05,27,4,421.415670043379
500,26,93,433.573301892827
1000,27,10,434.10061960988
1e+05,26,93,437.398426678486
1e+05,26,10,447.737223372057
1e+05,26,93,462.637808273995
1e+05,26,5,470.41013498438
1000,27,10,474.877208880295
1000,27,25,483.565356826976
10000,26,5,485.166108105926
5000,26,5,497.194293543631
500,27,93,502.32167263171
50000,26,25,507.54710186853
1e+05,26,10,507.964064115895
10000,26,93,508.221991922794
1e+05,27,10,510.850783923617
500,27,25,528.032744602002
1000,27,25,529.303530805084
500,27,25,529.882158469908
1000,27,4,538.561078573078
5000,27,5,542.38883726777
10000,26,5,550.336960223995
1e+05,26,25,554.53205943288
5000,27,4,556.368906076464
5000,26,4,561.872092568482
5000,26,10,562.801217600462
5000,26,5,566.078550945012
50000,26,4,566.547895158103
5000,27,93,569.441792200419
1e+05,27,25,571.663404404707
1000,26,5,591.149764000028
500,27,5,592.055004467502
1e+05,26,10,592.31120104127
1e+05,26,10,618.526735363717
1000,27,25,620.569602274981
50000,27,4,621.802435542094
5000,27,10,626.289392747463
500,27,4,650.536091570449
10000,27,4,674.580299937305
50000,26,5,682.69825474457
10000,27,10,686.033085653247
1000,26,10,693.497751307999
5000,26,4,727.244795870556
