"","b","c","alpha","mse","mse_debiased"
"CF",0.261464138363945,-1.81693604752055,4.39618652225049,28.5510830379347,28.2806443749697
"CBoost",0.247535519192802,-0.779767659140687,5958.05136302743,28.5364478010969,28.279274854555
"CMARS",0.252070803716386,-0.618604171631065,0.482832347404245,28.6215165021192,28.4161643566588
"PTOForest",0.185707558494646,-0.502161876864289,0.295043575244698,28.6676341651615,28.4130409355626
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.227562525926424,-0.534966848615839,0,28.8359447630055,28.472202841277
"XBART",0.233622867798362,-0.549281812327768,0.0327087299299805,29.5940597001782,28.4740927378113
"RBoosting",0.227562525926424,-0.534966848615839,0,28.7216669087698,28.472202841277
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.276592062221081,0,0.999999999999998,28.0654237162839,28.0654237162839
