"","b","c","alpha","mse","mse_debiased"
"CF",1.32427089060632,360.108934987882,1122.53719217627,23.8163065824418,23.1183131198813
"CBoost",1.25589058681389,0.0362542737503306,2344.07245337219,23.7088873039368,23.6706054402177
"CMARS",1.25653980810611,-0.0377058261980114,0,24.3317193115083,23.7190155401573
"PTOForest",1.25652950352377,0.0186559690188682,0.228507680312304,24.3150350275996,23.6682816928135
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.23189309124277,0.936836011652165,1.07051788949399,23.7625372764063,23.3292895320293
"XBART",1.25653980810611,-0.0377058261980114,0,24.4303024216952,23.7190155401573
"RBoosting",1.28021377718148,-0.302471336211633,0.803546841773758,23.6634230978413,23.7152105091993
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",1.31788397463485,-1.24595894706462e-12,0.99999999996892,23.0871626286848,23.0871626286798
