"","b","c","alpha","mse","mse_debiased"
"CF",0.152503136978129,0.0774657805850441,0.267160788361643,1.68665613201855,1.68256823583932
"CBoost",0.152107635662156,0.0772520273738597,1239.39282515773,1.68343792059041,1.68099976777907
"CMARS",0.148872846870887,1.13844428910113,2.40676088146857,1.73036651248134,1.66016244597267
"PTOForest",0.102069220984867,0.158146362406173,0.974822921520513,1.63142545220471,1.62558683626317
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.160598741986715,0.111670090343818,0.662459124475088,1.68981124768203,1.68390914908401
"XBART",0.152424892189052,0.0610285456901047,0.0531068460284678,1.70442292368066,1.68255019922675
"RBoosting",0.15321776969015,0.05608974927133,0,1.73460169488746,1.68285833120079
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.105668437546882,-2.14199637670956e-16,1,1.60727731801461,1.60727731801461
