"","b","c","alpha","mse","mse_debiased"
"CF",-0.482802343492944,-0.690263909753628,0,102.212230255561,99.5544506981256
"CBoost",-0.482802343492944,-0.690263909753626,0,99.6859470777637,99.5544506981256
"CMARS",-0.486837624677079,-2.07525774061145,0.0931480310619205,161.576508918424,99.5457788266085
"PTOForest",-0.48249717490094,-0.733602413327771,0.0224591033788699,101.593208316668,99.5540008383387
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.482802343492944,-0.690263909753627,2.22044604925031e-16,102.421811759032,99.5544506981256
"XBART",-0.490523151159175,-1.35769692929079,0.346979938197743,101.900095724214,99.3373719412006
"RBoosting",-0.482802343492944,-0.690263909753627,0,100.351417914097,99.5544506981256
"RLasso",NA,NA,NA,NA,NA
"RSlearner",-0.491444513480623,-12.3169787963018,6.09736891154442,101.25619600777,99.4682424025405
"stack",-0.50029062226012,-9.02440297387854e-15,0.999999999999992,99.2800339125727,99.2800339125727
