"","b","c","alpha","mse","mse_debiased"
"CF",-0.0270185392060314,-0.409485592503533,4.58184399442402,0.197700859811311,0.196013550599628
"CBoost",-0.0278831622360073,0.0658275547633531,0,0.199092811299735,0.198094244294944
"CMARS",-0.0259259121986148,0.0358712577981552,0.211625427641286,0.2016954363874,0.197792259888034
"PTOForest",-0.0268401034340985,0.0223998706655435,0.430325832104314,0.198441943311986,0.197867165625756
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0253846598233868,0.00447544159600064,0.796593697266654,0.19761813167577,0.197581256468024
"XBART",-0.0334364432127966,-0.084928127524968,1.5779074592084,0.194116397470232,0.193295041076714
"RBoosting",-0.0257073883449669,-0.0702631442176074,0.880330881240315,0.198741880604831,0.196658814190947
"RLasso",-0.0294661528843174,-0.00822719161787099,0.71980120615609,0.198342670640125,0.197862373851036
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.0334364432127966,-2.72935257200549e-16,1,0.193295041076714,0.193295041076714
