"","b","c","alpha","mse","mse_debiased"
"CF",2.05807532137656,0.162197116499975,0,113.344635293282,113.294285305214
"CBoost",2.05807532137656,0.162197116499975,0,113.326598447139,113.294285305214
"CMARS",2.06272167516997,-0.231883126152696,0.527306244430356,113.282405167099,113.105737895608
"PTOForest",2.03750943507822,-0.138199048437899,0.568747173475414,113.074035567723,113.094116087205
"XBoosting",NA,NA,NA,NA,NA
"XRF",2.05807532137656,0.162197116499975,0,113.428743548941,113.294285305214
"XBART",2.05807532137656,0.162197116499975,5.55111512312578e-17,115.939755166336,113.294285305214
"RBoosting",2.05807532137656,0.162197116499975,0,113.322032409991,113.294285305214
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",2.04775617277138,2.28529948893088e-15,0.999999999999998,112.991800392859,112.991800392859
