"","b","c","alpha","mse","mse_debiased"
"CF",-0.0738909354893832,-0.176868551421869,3.7285544942254,0.176592692933715,0.176675756960546
"CBoost",-0.0691903342819482,0.114039053124909,15304.116135367,0.179165295439932,0.176422530189935
"CMARS",-0.0726999766789342,0.104765184910582,0.280147230238207,0.180794298252465,0.176819084761943
"PTOForest",-0.071982162342344,0.0808543924946942,0.629982770324431,0.177088364164913,0.176772759957079
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0754369605350495,0.0599873880830169,1.0719537397689,0.176913089574415,0.176820448635035
"XBART",-0.0723314090262635,0.103397098954051,0.323958814713233,0.178974417540946,0.176919692232945
"RBoosting",-0.0751794173773696,0.0927632003340473,0.303720282745873,0.181205414486426,0.177196458461479
"RLasso",-0.0705355986253754,0.116493005996426,0.115394867458321,0.178271651101312,0.176952620700597
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.0770928821098638,6.34086616721597e-16,1,0.176395788194828,0.176395788194828
