"","b","c","alpha","mse","mse_debiased"
"CF",3.11707835334172,14.1929228718451,4.29126151820677,310.37912883953,293.008592562025
"CBoost",3.0048668093976,6.04404867781192,1562.92378294158,304.395313535528,292.3220535767
"CMARS",3.15292820752304,5.42614045172121,0.17412374983723,312.60282955253,295.905433409508
"PTOForest",2.68257989910901,7.02461722984417,0.979466836825968,300.588334881801,286.127702678336
"XBoosting",NA,NA,NA,NA,NA
"XRF",2.93966475549733,9.44422024593715,2.11791369260747,308.157691630456,291.353806908488
"XBART",3.17468772723783,5.57918914339729,0.208881706529861,315.287294398531,295.956505618391
"RBoosting",3.18794255380245,5.06469856381874,0,303.081073108286,296.246302514789
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",2.66795597078814,5.01466154278177e-15,0.999999999999999,285.69496974118,285.69496974118
