"","b","c","alpha","mse","mse_debiased"
"CF",1.17207139793264,0.524237284067048,7.105427357601e-15,88.1610115321062,88.0132398916171
"CBoost",1.17207139793264,0.524237284067048,0,88.0441471477852,88.0132398916171
"CMARS",1.17207139793264,0.524237284067047,0,90.4906601260805,88.0132398916171
"PTOForest",1.17852672821868,0.38918697608358,0.220402585724169,88.4576478320765,87.9965853350411
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.17207139793264,0.524237284067048,0,88.3692033606478,88.0132398916171
"XBART",1.17207139793264,0.524237284067048,-2.22044604925031e-16,94.2811982204018,88.0132398916171
"RBoosting",1.17207139793264,0.524237284067048,0,88.144436831441,88.0132398916171
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",1.17852672821868,1.49068472629795e-14,0.999999999999948,87.9965853350411,87.9965853350411
