"","b","c","alpha","mse","mse_debiased"
"CF",1.67644922955532,2.85804270457421,0,109.358974933811,105.798688275753
"CBoost",1.67644922955532,2.85804270457421,0,107.988214212443,105.798688275753
"CMARS",1.67644922955532,2.85804270457421,0,111.350295276708,105.798688275753
"PTOForest",1.67644922955532,2.85804270457421,0,111.780550693259,105.798688275753
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.67644922955532,2.85804270457421,0,109.765689806993,105.798688275753
"XBART",1.67644922955532,2.85804270457421,0,119.62478500295,105.798688275753
"RBoosting",1.67644922955532,2.85804270457421,0,107.362394448625,105.798688275753
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",NA,NA,NA,NA,NA
