"","b","c","alpha","mse","mse_debiased"
"CF",0.917087681461355,-1.38655458708749,0,117.459658843597,116.238864418047
"CBoost",0.917087681461355,-1.38655458708749,0,116.73579909953,116.238864418047
"CMARS",0.865738436782811,-1.36640891455191,0.506812364086591,116.51595590506,115.885474157841
"PTOForest",0.83964879893993,-1.32841322985977,0.176795149713273,117.468078625851,116.027632090143
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.917087681461355,-1.38655458708749,0,117.587400847513,116.238864418047
"XBART",0.948791544144189,-1.28258701401395,0.214999740861293,118.688857999747,116.14049115655
"RBoosting",0.933309212775975,-9.30148118490913,16.1184489882074,117.127392043363,116.142554872518
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.846112547580605,-3.12493649203165e-14,0.999999999999978,115.704297149713,115.704297149713
