"","b","c","alpha","mse","mse_debiased"
"CF",-0.0766847399800602,0.152291207480146,0.411645492745096,4.54432391355193,4.42231132343999
"CBoost",-0.119236145632501,0.328685736185865,669.939266189121,4.57546479023432,4.38346719163932
"CMARS",-0.0690723189741957,0.183187139709071,0.397877220907383,4.59779256852618,4.37370142120317
"PTOForest",-0.0959775113169022,-0.805767096091917,1.15193874476621,4.08168481341173,3.9923080962327
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0812135446976352,0.385703771261442,0.265602956464079,4.5573031313026,4.42213506970285
"XBART",-0.057304671317782,0.309760314124381,0.307732881673083,4.74389483174873,4.37360709146286
"RBoosting",-0.0791443977523679,0.420354413576672,0.279786833457946,4.50239757651407,4.42214023841265
"RLasso",-0.0740643488676073,0.219346916948901,0.367527294622292,4.57065581627867,4.40949960560727
"RSlearner",-0.0768382866817168,0.496126305789207,0.180615621413702,4.70660393644738,4.41888043898641
"stack",-0.0959775113169024,-6.93307049705008e-15,1,3.9923080962327,3.9923080962327
