"","b","c","alpha","mse","mse_debiased"
"CF",-0.0521496876538351,0.427855789140988,2.4489024617105,0.826561748633918,0.812369885806024
"CBoost",-0.0556454342576082,0.110658424035163,0,0.816550443557939,0.813855204380465
"CMARS",-0.0556454342576082,0.110658424035163,5.55111512312578e-17,0.836582587655592,0.813855204380465
"PTOForest",-0.0539192062417458,0.176457236629599,0.495580482441508,0.827519943409176,0.812465141599576
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0546767036333461,0.130413038732423,0.253636396147956,0.8226854169941,0.81362004926586
"XBART",-0.0556454342576082,0.110658424035163,0,0.843272760175226,0.813855204380465
"RBoosting",-0.0560800238359112,0.108888880975763,0.243907342462978,0.821507634492802,0.813304399823837
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.0526879056019002,-2.33229822320558e-16,1,0.812160006826055,0.812160006826055
