"","b","c","alpha","mse","mse_debiased"
"CF",-0.0125724715735523,-0.136616758602574,0,0.157103320444296,0.152579656625364
"CBoost",-0.00674349114879646,-0.140710208379683,2603.28635189769,0.157207941000845,0.151857405839308
"CMARS",-0.0125724715735523,-0.136616758602574,0,0.162462247045468,0.152579656625364
"PTOForest",-0.0120357771023797,-0.131589906137928,0.87420459627814,0.156731531287241,0.152484188232446
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.0123461430199874,-0.133350801932451,0.857111247563839,0.156575445008666,0.15219191058142
"XBART",-0.0125724715735523,-0.136616758602574,0,0.162187380382362,0.152579656625364
"RBoosting",-0.0125724715735523,-0.136616758602574,0,0.163378601992076,0.152579656625364
"RLasso",-0.0125724715735523,-0.136616758602574,0,0.157637318724191,0.152579656625364
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.0068652281980991,-2.08397002074415e-16,0.999999999999998,0.151546752514288,0.151546752514288
