"","b","c","alpha","mse","mse_debiased"
"CF",0.1983704412419,-0.309685010187509,0,21.6111641024272,21.3880181012103
"CBoost",0.177748511527237,-0.353539668293664,237.005851453201,21.4163194253458,21.3580756279608
"CMARS",0.1983704412419,-0.30968501018751,0,22.1396517210171,21.3880181012103
"PTOForest",0.1983704412419,-0.30968501018751,0,22.0445516926812,21.3880181012103
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.1983704412419,-0.309685010187509,0,22.4522462784173,21.3880181012103
"XBART",0.183613151477974,-0.407711442342784,0.615630541626559,21.3598402122712,21.2509039435003
"RBoosting",0.1983704412419,-0.30968501018751,0,22.0832661068012,21.3880181012103
"RLasso",NA,NA,NA,NA,NA
"RSlearner",0.202280975652023,-0.987997243978759,2.63543860250152,21.4182709252375,21.2935346254594
"stack",0.188163996431098,-1.06914351542529e-15,0.999999999999995,21.2462749513209,21.2462749513209
