"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,42.9663460809891,1000,10,0.01,0.5,3
"2",1,0.00143676186852417,200,5,5e-05,0.5,5
"3",1,0.00138620277793005,100,5,1e-04,0.1,2
"4",71,0.197737454850211,1000,10,1e-04,0.3,5
"5",21,11.9033003766895,500,10,0.005,0.3,5
"6",1,71.577414509388,5000,5,0.01,0.1,3
"7",1,0.00480351828318735,200,4,1e-04,0.1,4
"8",1,6.96254445838007,200,5,0.01,0.3,3
"9",1,64.3925084719344,5000,10,0.005,0.2,4
"10",1,56.607986829578,5000,4,0.005,0.3,3
