"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,3.88126347820584,5000,10,1e-04,0.2,4
"2",1,0.0165392732823091,5000,4,5e-06,0.3,3
"3",17,5.18614958689315,100,4,0.01,0.1,5
"4",1,15.0105400127238,200,10,0.005,0.2,4
"5",16,0.0604349255624392,500,10,1e-04,0.5,2
"6",1,0.46470123067338,1000,10,1e-04,0.3,4
"7",1,94.36675006919,1000,10,0.01,0.2,4
"8",1,0.000545192860767248,1000,4,5e-06,0.2,5
"9",19,20.8331874330572,500,5,0.01,0.1,3
"10",1,0.0865737648032795,500,10,1e-04,0.2,3
