"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",18,0.000814691539970192,100,5,1e-04,0.2,5
"2",38,1.23740284243725e-06,100,5,5e-06,0.2,5
"3",26,2.52371338280621e-06,200,4,5e-06,0.1,3
"4",45,1.22689672411895e-05,200,10,5e-06,0.2,5
"5",399,0.000188576651544523,1000,10,5e-06,0.1,4
"6",1133,0.48112852945618,5000,4,1e-04,0.3,5
"7",3,3.53645049536545e-05,500,5,5e-06,0.3,3
"8",9,1.35181462382295,100,10,0.005,0.1,4
"9",13,0.000351839392210567,100,10,5e-05,0.3,5
"10",3,0.000733579481543616,200,5,5e-05,0.3,5
