"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,2.45601418175787,100,4,0.005,0.1,5
"2",78,0.000208519707528052,500,10,5e-06,0.2,4
"3",2,0.0108022216835742,500,4,5e-05,0.5,5
"4",1,0.266809505040293,1000,5,1e-04,0.1,5
"5",1,0.32893181675573,1000,10,1e-04,0.3,4
"6",1,0.00240757839921357,200,5,5e-05,0.5,2
"7",608,0.258800477781575,5000,4,5e-05,0.3,2
"8",1,61.0993978842095,1000,10,0.01,0.3,5
"9",5,55.3119374746938,1000,10,0.01,0.2,4
"10",176,0.00397445680581002,500,4,5e-05,0.5,2
