"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,116.792704070436,200,5,0.005,0.1,2
"2",1,281.689677156305,200,4,0.01,0.5,2
"3",1,0.0222178122515945,1000,5,5e-06,0.5,5
"4",1,3924.48585960543,5000,10,0.005,0.5,5
"5",1,0.000339693990309956,200,5,5e-06,0.1,3
"6",1,0.000308303245516977,100,10,5e-06,0.3,5
"7",1,0.000315176177158639,100,10,5e-06,0.5,4
"8",17,0.000932826294441186,200,10,5e-06,0.1,4
"9",6,0.00111373120009263,500,4,5e-06,0.1,2
"10",16,0.206705291714535,500,5,5e-05,0.5,3
