"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,1.45372804747886e-05,200,10,5e-06,0.2,5
"2",1,4.59440965103738,200,4,0.01,0.5,4
"3",100,0.0353952984360578,1000,4,1e-04,0.1,4
"4",614,0.00521644053982483,5000,10,5e-06,0.3,3
"5",1,7.73911709157789,200,10,0.01,0.3,3
"6",17,0.00025123722782766,100,4,1e-04,0.5,2
"7",1,0.222526292606429,5000,5,5e-05,0.5,2
"8",1,4.11384856155043,100,10,0.01,0.2,3
"9",11,3.17349404443171,200,5,0.01,0.5,4
"10",2,18.0483199805094,5000,4,0.01,0.3,4
