"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,200.252753903698,1000,10,0.005,0.1,4
"2",32,59.5172090296795,200,10,0.01,0.2,3
"3",54,0.212868750449949,1000,4,5e-05,0.2,3
"4",1,136.76498118536,500,10,0.01,0.5,3
"5",1,39.160702630762,500,5,0.005,0.2,2
"6",1,0.413420375986745,1000,10,5e-05,0.5,4
"7",14,0.00113958240021379,1000,5,5e-06,0.5,4
"8",306,0.00166066746914423,1000,10,5e-06,0.1,3
"9",12,193.147520799863,500,10,0.01,0.1,3
"10",38,9.0452607591968e-05,200,5,5e-06,0.1,4
