"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",31,0.00215844064570047,200,4,1e-04,0.5,5
"2",8,6.30893560529946,200,10,0.01,0.5,3
"3",48,0.0038869538036587,500,10,5e-05,0.5,2
"4",1,0.000465505024554256,100,4,1e-04,0.5,2
"5",14,2.44172743338408e-06,100,10,5e-06,0.5,3
"6",1,2.22465005459947e-06,100,5,5e-06,0.3,4
"7",8,1.20442640735395,200,4,0.005,0.5,5
"8",1,5.89045176413845e-06,200,5,5e-06,0.3,3
"9",2,0.406783015553433,100,4,0.005,0.2,4
"10",21,5.80046309956108,500,10,0.005,0.1,2
