"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",41,405.146373662543,500,5,0.01,0.5,5
"2",5,0.0107252700650984,100,5,1e-04,0.2,2
"3",3,273.223160960148,200,10,0.01,0.2,4
"4",1,154.662143587436,100,10,0.01,0.3,2
"5",1,0.0360941052033366,100,5,1e-04,0.3,3
"6",1,0.839167401050814,500,5,1e-04,0.3,5
"7",1,0.0144786673155509,1000,5,5e-06,0.3,4
"8",1,25.6214028471354,5000,4,1e-04,0.1,5
"9",1,0.519872382849681,1000,5,5e-05,0.1,2
"10",21,0.0619522377293556,200,10,5e-05,0.5,5
