"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,2.87317994353635,100,4,0.01,0.3,4
"2",1,0.000377599379117391,1000,10,5e-06,0.3,3
"3",1,5.1008875357633e-06,200,5,5e-06,0.1,3
"4",1,8.10572368761904e-05,500,4,5e-06,0.3,4
"5",1,0.0192837486739967,500,4,1e-04,0.1,5
"6",1,4.00502922628201,100,5,0.01,0.3,4
"7",1,4.01126224398666,100,5,0.01,0.3,4
"8",1,0.361666198751059,5000,5,1e-04,0.3,2
"9",1,0.0218818937853329,1000,10,5e-05,0.3,2
"10",1,0.0010047127093058,200,5,1e-04,0.1,2
