"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.00463813450661493,500,5,5e-05,0.5,5
"2",92,0.0684538470620517,1000,10,1e-04,0.1,2
"3",1,0.0067572625019147,500,10,5e-05,0.5,3
"4",1,0.000125811329647496,100,4,5e-05,0.3,3
"5",1,11.407727526105,1000,5,0.01,0.1,5
"6",5,1.48596637843172,200,4,0.01,0.3,3
"7",18,7.0345737647974e-05,100,4,5e-05,0.5,4
"8",7,0.000998579069369385,200,4,1e-04,0.2,2
"9",1,4.69123927119373,200,10,0.005,0.5,5
"10",1,5.95723615500677,200,10,0.01,0.3,2
