"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,3.99083872556004e-06,100,4,5e-06,0.3,3
"2",453,0.0281580248830379,1000,5,5e-05,0.3,5
"3",22,5.82625350313609e-06,100,10,5e-06,0.3,3
"4",395,2.84868759203348,5000,10,1e-04,0.5,4
"5",17,0.000107916099567225,500,4,5e-06,0.5,2
"6",21,89.9829291684838,5000,5,0.01,0.5,2
"7",287,0.0396311282577358,1000,4,1e-04,0.5,2
"8",25,0.000189780277544699,100,4,5e-05,0.5,4
"9",61,57.8857919782327,5000,5,0.005,0.2,4
"10",7,0.00803008970637701,200,5,1e-04,0.5,5
