"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.000173106288822047,1000,5,5e-06,0.3,2
"2",85,0.191137704066556,5000,5,5e-05,0.3,3
"3",22,1.30905217892623e-06,100,5,5e-06,0.5,4
"4",1,0.0109978791662188,500,4,1e-04,0.5,4
"5",1,0.0234008539755108,500,10,1e-04,0.3,4
"6",1,0.00597369970535052,200,10,1e-04,0.1,4
"7",700,0.349487338946471,5000,5,1e-04,0.5,3
"8",1,0.00497907107091772,5000,4,5e-06,0.1,4
"9",1,7.52175624653454e-05,500,10,5e-06,0.1,4
"10",1,0.000973218998765908,100,10,1e-04,0.5,4
