"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,32.4993254985975,1000,5,0.01,0.2,3
"2",1,0.0513672855512448,500,10,1e-04,0.5,2
"3",1,0.0177856649207981,500,10,5e-05,0.1,4
"4",6,18.8562363045922,1000,5,0.005,0.2,3
"5",1,1.92827104667343,100,5,0.005,0.3,4
"6",1,0.0633147611885439,1000,5,5e-05,0.1,5
"7",703,0.340192460046818,5000,5,5e-05,0.5,2
"8",132,0.000567389771227831,1000,10,5e-06,0.3,2
"9",1,7.5273889013761e-06,100,10,5e-06,0.5,4
"10",1,0.0228111676374836,5000,10,5e-06,0.5,5
