"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.0956005404558254,5000,5,5e-05,0.3,2
"2",1,0.00647939196116614,1000,5,5e-05,0.3,2
"3",1,3.97274507704007e-06,200,5,5e-06,0.3,5
"4",1,9.86218076365673e-05,1000,4,5e-06,0.2,4
"5",1,6.97914425853475,1000,4,0.01,0.2,3
"6",1,3.92239924048895e-05,500,10,5e-06,0.1,3
"7",1,0.000204853179683731,100,10,5e-05,0.2,3
"8",1,1.46867911101042e-05,500,4,5e-06,0.5,4
"9",1,0.306293003183974,100,5,0.005,0.5,2
"10",1,0.00538089190975798,1000,4,5e-05,0.2,3
