"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",48,0.000569499430325663,100,5,1e-04,0.3,5
"2",1256,0.414823429317328,5000,10,1e-04,0.5,2
"3",76,14.1259479277881,5000,4,0.01,0.5,3
"4",65,0.206307062030609,100,4,0.005,0.3,4
"5",46,0.624030100190313,100,10,0.005,0.3,4
"6",57,4.43756312177758e-07,100,4,5e-06,0.3,3
"7",65,2.70118892918002e-05,100,4,5e-05,0.3,2
"8",98,0.00020842057121144,100,4,1e-04,0.3,4
"9",43,3.55835469167961e-06,200,5,5e-06,0.5,3
"10",50,0.306304365642499,100,5,0.005,0.3,2
