"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",5,188.621562174136,100,10,0.01,0.2,2
"2",1,214.205358017682,100,4,0.01,0.2,4
"3",1,186.09275399591,100,5,0.005,0.3,2
"4",3,1261.31116804504,500,10,0.01,0.1,4
"5",1,0.00790737326613474,500,5,5e-06,0.2,5
"6",141,93.5139983455895,5000,10,1e-04,0.2,3
"7",82,4393.23407171809,5000,10,0.005,0.5,3
"8",1,4133.6193887374,5000,10,0.005,0.1,2
"9",249,36.3190793878637,5000,4,1e-04,0.1,5
"10",1,1.56177600799673,1000,4,5e-05,0.1,5
