"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,18.2121437489775,200,10,0.01,0.5,4
"2",6,10.0959044603967,200,10,0.01,0.3,2
"3",7,10.9771021035914,500,5,0.005,0.1,3
"4",1,81.0738847106231,5000,5,0.01,0.3,4
"5",1,9.74747279764551,200,5,0.01,0.1,5
"6",1,12.0063841483617,500,10,0.005,0.1,2
"7",1,0.000467354457695844,100,4,5e-05,0.5,3
"8",1,0.00274573699645914,100,4,1e-04,0.3,4
"9",7,3.26849197463876e-05,200,10,5e-06,0.2,2
"10",9,68.3654555186503,5000,4,0.005,0.3,2
