"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",10,4.78873020641705e-05,200,4,5e-06,0.1,5
"2",90,395.294371075207,5000,5,0.01,0.3,5
"3",1,19.3110445013027,100,5,0.01,0.2,5
"4",1,35.3109897657967,200,5,0.01,0.1,5
"5",172,0.22021031287169,500,10,1e-04,0.5,3
"6",819,0.0308347238474223,5000,4,5e-06,0.5,3
"7",15,8.80474544785568e-05,200,5,5e-06,0.3,5
"8",13,43.2813107795113,500,4,0.005,0.3,4
"9",1,434.335143280437,5000,10,0.01,0.1,2
"10",8,0.000139968124087192,200,10,5e-06,0.5,2
