"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",18,5.03447273584669e-07,100,4,5e-06,0.2,3
"2",1,0.00164059816421449,200,4,1e-04,0.1,5
"3",1,6.19617042371082,500,5,0.01,0.2,2
"4",1,0.0100567318392454,1000,5,5e-05,0.3,5
"5",3,32.6710655935725,5000,10,0.01,0.1,4
"6",1,12.9366719341555,5000,5,0.005,0.5,2
"7",1,0.763590598153739,200,5,0.005,0.5,2
"8",2133,0.190738037151333,5000,5,1e-04,0.2,3
"9",108,5.95354275792811e-05,1000,4,5e-06,0.3,3
"10",1,1.1882881904384,100,4,0.01,0.1,4
