"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.00786739672220658,500,5,5e-05,0.1,2
"2",4,6.03109076816766,200,4,0.01,0.2,2
"3",1,8.2500270620178,200,5,0.005,0.5,2
"4",1,42.6059551952332,1000,4,0.01,0.1,5
"5",1,0.0481220100845785,1000,4,5e-05,0.3,3
"6",1,0.000225192850150447,500,10,5e-06,0.3,2
"7",1,0.0132895817116749,500,4,5e-05,0.5,4
"8",1,0.16220901137816,1000,5,1e-04,0.5,4
"9",5,1.24595363097224e-05,100,10,5e-06,0.5,5
"10",1,0.0450545189844751,500,4,1e-04,0.5,5
