"predictions","variance.estimates","debiased.error","excess.error"
1.25771200204999,0.400133716572439,20.5921574854432,9.52161875445037e-05
1.26924864580048,0.341362498732454,101.648455190014,9.59478125884372e-05
1.24214650744845,0.407902189614909,568.987405976597,8.08908207806654e-05
1.27057959650132,0.359369621016009,162.650731034746,9.65649776795068e-05
1.24489214620511,0.404247962184472,488.309294291593,9.74653341186989e-05
1.25330684339185,0.380673622440485,90.6048560626535,9.54619948799265e-05
1.27131196175714,0.442549979410578,139.719334182943,9.57797638644358e-05
1.28856551698715,0.452735344544035,1209.60417740493,8.23898033715436e-05
1.25267376089073,0.349857966312342,166.75583719355,8.28276804060907e-05
1.24354978395479,0.399299449740786,481.666429170388,9.56470033634777e-05
1.24531970557468,0.418450282568843,508.476080639812,9.56959235521778e-05
1.25649213565156,0.401597906266987,73.3025118710253,8.16157201878695e-05
1.26653291003398,0.376264254539809,1.2058006603872,9.68974472866793e-05
1.2671129899654,0.389286359294319,51.7793883688654,8.27936509909727e-05
1.24030578569264,0.364298094240068,723.210631321257,9.65131056726508e-05
1.28644802132919,0.395928600536476,880.571789257883,8.21660411682432e-05
1.26822671445597,0.420809877338638,134.260970961272,9.70407888863541e-05
1.24772495804818,0.390334077727504,135.412967856339,8.20210018094337e-05
1.26301932268691,0.457339781529531,22.395786611489,9.69008910970656e-05
1.28129858648718,0.34450108596747,425.444722481927,8.18819384885771e-05
1.27865811997601,0.395609693541889,342.874767672413,9.42014015653313e-05
1.25640260635432,0.381256872781836,18.673158609998,8.33900023766499e-05
1.24591312051626,0.391547334257904,223.262556721601,8.06173248167263e-05
1.2411140586968,0.38886162129275,685.535574072991,9.43500885258634e-05
1.26963682182861,0.387754167094674,103.487090228864,9.63304460456494e-05
1.23589960343242,0.40584545604116,1009.98522977756,9.5293624058991e-05
1.26537201857937,0.380418123289868,23.6589828240114,8.15292465510057e-05
1.25158148578845,0.368544213318053,165.435967007521,8.1528417427726e-05
1.25497049948904,0.420297431662014,112.145188168646,8.04364585455322e-05
1.26145415125208,0.436098340877589,1.63344178424128,8.15912230407661e-05
1.28038345737127,0.429049635705352,731.554979275638,8.25132924442044e-05
1.25679194317235,0.398818805815124,51.570665395929,8.10058561591465e-05
1.27137881792963,0.41075886975891,121.005245560837,9.430848179686e-05
1.25672433351157,0.393425588448182,26.3167723540633,8.18368511903027e-05
1.23264403474975,0.383590210064334,756.031613425701,9.7068137001286e-05
1.26189402992279,0.410008112304147,0.824454590100532,9.50326679660457e-05
1.26207553671125,0.425261811787351,2.44200251940582,8.13797270476346e-05
1.24693497368375,0.379586306818232,608.882112346884,9.56654666646625e-05
1.26972124469294,0.395286950540635,37.5765049857342,9.4486521652859e-05
1.24064145213557,0.370484660965129,582.216793339476,9.62213958025482e-05
1.27244900079581,0.358209291044861,189.557822506365,9.69741986774838e-05
1.25155868988376,0.381640866764593,50.4116035200314,9.58475663671748e-05
1.25553247219345,0.384044401488465,66.2297165682836,8.11212464817532e-05
1.25870420401599,0.40419074477269,14.8596717853603,9.60783084915005e-05
1.2515086635919,0.41713534170655,247.151103145633,9.656487035489e-05
1.24488078254754,0.38151538583533,770.669918442457,9.42023472718833e-05
1.27237521180892,0.445528702069256,210.516082736541,9.70327291084082e-05
1.2734500265118,0.429791425131792,314.156204178933,9.64196453855403e-05
1.26824323494362,0.397640155157894,39.2533153052323,9.68458316906703e-05
1.2685946004997,0.40448626219716,49.7807437489706,9.37001452531148e-05
